,Country,Happiness Score_x,GDP_x,Generosity_x,Year_x,Happiness Score_y,GDP_y,Generosity_y,Year_y,Happiness Score_x,GDP_x,Generosity_x,Year_x,Happiness Score_y,GDP_y,Generosity_y,Year_y,Happiness Score_x,GDP_x,Generosity_x,Year_x,Happiness Score_y,GDP_y,Generosity_y,Year_y,Happiness Score,GDP,Generosity,Year
87,Portugal,5.102,1.15991,0.13719,2015,5.122999999999999,1.27607,0.11690999999999999,2016,5.19500017166138,1.3151752948761002,0.0951027125120163,2017,5.41,1.188,0.055,2018,5.693,1.2209999999999999,0.047,2019,5.9109001160000005,1.168800831,0.053036947,2020,5.928999999999999,1.3230000000000002,0.028999999999999998,2021
88,Latvia,5.098,1.11312,0.18225999999999998,2015,5.56,1.2178799999999999,0.17445,2016,5.849999904632571,1.26074862480164,0.153074786067009,2017,5.933,1.148,0.092,2018,5.94,1.187,0.075,2019,5.9499998089999995,1.14139545,0.075407945,2020,6.032,1.285,0.08199999999999999,2021
89,Philippines,5.073,0.70532,0.24991,2015,5.279,0.81217,0.21674000000000002,2016,5.42999982833862,0.85769921541214,0.193513423204422,2017,5.524,0.775,0.12,2018,5.631,0.807,0.11699999999999999,2019,6.006000042,0.7751206759999999,0.12926021199999999,2020,5.88,0.853,0.125,2021
90,Somaliland region,5.0569999999999995,0.18847,0.5031800000000001,2015,,,,,,,,,,,,,,,,,,,,,,,,
91,Morocco,5.013,0.7347899999999999,0.07172,2015,5.151,0.8405799999999999,0.040530000000000004,2016,5.2350001335144,0.8781145811080929,0.0322099551558495,2017,5.254,0.779,0.026000000000000002,2018,5.207999999999999,0.8009999999999999,0.036000000000000004,2019,5.094799995,0.75862211,0.040032551,2020,4.918,0.792,0.034,2021
92,Macedonia,5.007,0.91851,0.22359,2015,5.121,1.0193,0.23506999999999997,2016,5.175000190734861,1.06457793712616,0.25376096367836,2017,5.185,0.9590000000000001,0.17300000000000001,2018,,,,,5.1598000530000006,0.935371995,0.18586354,2020,,,,
93,Mozambique,4.971,0.08308,0.22269,2015,,,,,4.550000190734861,0.23430564999580397,0.322228103876114,2017,4.417,0.198,0.20600000000000002,2018,4.466,0.204,0.19699999999999998,2019,4.623600006,0.178741366,0.22042210399999998,2020,4.794,0.183,0.228,2021
94,Albania,4.959,0.8786700000000001,0.14272,2015,4.655,0.9553,0.1684,2016,4.64400005340576,0.996192753314972,0.20131294429302202,2017,4.586,0.9159999999999999,0.149,2018,4.718999999999999,0.9470000000000001,0.17800000000000002,2019,4.882699966000001,0.906653047,0.171027765,2020,5.117,1.008,0.168,2021
95,Bosnia and Herzegovina,4.949,0.8322299999999999,0.24808000000000002,2015,5.162999999999999,0.9338299999999999,0.29889,2016,5.18200016021729,0.982409417629242,0.328867495059967,2017,5.129,0.915,0.21600000000000003,2018,5.386,0.945,0.263,2019,5.674099922000001,0.91839546,0.264005244,2020,5.813,1.032,0.261,2021
96,Lesotho,4.898,0.37545,0.16388,2015,,,,,3.80800008773804,0.521021246910095,0.157497271895409,2017,3.8080000000000003,0.47200000000000003,0.11599999999999999,2018,3.802,0.489,0.107,2019,3.6528000830000003,0.45493874,0.10262764199999999,2020,3.512,0.451,0.10300000000000001,2021
97,Dominican Republic,4.885,0.8953700000000001,0.21684,2015,5.155,1.02787,0.21286,2016,5.230000019073491,1.07937383651733,0.186967849731445,2017,5.3020000000000005,0.982,0.12,2018,5.425,1.015,0.113,2019,5.6891999239999995,0.9831918479999999,0.112196781,2020,5.545,1.1059999999999999,0.10099999999999999,2021
98,Laos,4.876,0.5906600000000001,0.42191999999999996,2015,4.876,0.68042,0.43078999999999995,2016,,,,,4.623,0.72,0.23,2018,4.796,0.764,0.266,2019,4.888599873,0.714693844,0.27266711,2020,5.03,0.8079999999999999,0.268,2021
99,Mongolia,4.874,0.82819,0.3323,2015,4.907,0.9885299999999999,0.34539000000000003,2016,4.95499992370605,1.0272358655929599,0.338464230298996,2017,5.125,0.914,0.253,2018,5.285,0.948,0.235,2019,5.4562001229999995,0.904872775,0.26388573600000004,2020,5.6770000000000005,0.966,0.263,2021
100,Swaziland,4.867,0.71206,0.18259,2015,,,,,,,,,,,,,4.212,0.8109999999999999,0.07400000000000001,2019,4.3081002239999995,0.827539742,0.067264833,2020,4.308,0.8490000000000001,0.067,2021
101,Greece,4.857,1.15406,0.0,2015,5.033,1.24886,0.0,2016,5.2270002365112305,1.28948748111725,0.0,2017,5.358,1.1540000000000001,0.0,2018,5.287000000000001,1.181,0.0,2019,5.514999866,1.128070116,0.0,2020,5.723,1.273,0.0,2021
102,Lebanon,4.8389999999999995,1.0256399999999999,0.21854,2015,5.129,1.12268,0.23693000000000003,2016,5.22499990463257,1.07498753070831,0.26445075869560203,2017,5.358,0.965,0.214,2018,5.197,0.987,0.166,2019,4.771500111,0.889232516,0.158524141,2020,4.584,1.045,0.14,2021
103,Hungary,4.8,1.12094,0.128,2015,5.145,1.24142,0.099,2016,5.32399988174438,1.2860119342803997,0.0784016624093056,2017,5.62,1.171,0.061,2018,5.757999999999999,1.2009999999999998,0.081,2019,6.000400066,1.1643071170000001,0.070491239,2020,5.992000000000001,1.301,0.067,2021
104,Honduras,4.788,0.59532,0.23026999999999997,2015,4.871,0.69429,0.2044,2016,5.1810002326965305,0.730573117733002,0.23618887364864302,2017,5.504,0.62,0.19699999999999998,2018,5.86,0.642,0.24600000000000002,2019,5.953199862999999,0.598763585,0.256528199,2020,5.919,0.703,0.24100000000000002,2021
105,Tajikistan,4.7860000000000005,0.39047,0.22974,2015,4.996,0.48835,0.25998000000000004,2016,5.04099988937378,0.524713635444641,0.24899764358997303,2017,5.199,0.474,0.187,2018,5.4670000000000005,0.493,0.23,2019,5.555699825,0.474874616,0.182417125,2020,5.466,0.508,0.152,2021
106,Tunisia,4.739,0.88113,0.06431,2015,5.045,0.97724,0.03936,2016,4.80499982833862,1.00726580619812,0.0496933571994305,2017,4.592,0.9,0.04,2018,4.461,0.9209999999999999,0.059000000000000004,2019,4.392199993,0.874742687,0.055881143,2020,4.596,0.919,0.057,2021
107,Palestinian Territories,4.715,0.59867,0.11250999999999999,2015,4.754,0.67024,0.11154000000000001,2016,4.77500009536743,0.716249227523804,0.114173173904419,2017,4.743,0.642,0.086,2018,4.696000000000001,0.657,0.10300000000000001,2019,4.552800179,0.587819219,0.091816261,2020,4.5169999999999995,0.6459999999999999,0.08199999999999999,2021
108,Bangladesh,4.694,0.39753,0.21222,2015,4.643,0.54177,0.19132000000000002,2016,4.60799980163574,0.586682975292206,0.17225535213947304,2017,4.5,0.532,0.153,2018,4.456,0.562,0.166,2019,4.832799911,0.556156278,0.17674511699999998,2020,5.025,0.635,0.161,2021
109,Iran,4.686,1.0088,0.38086,2015,4.813,1.11758,0.38538,2016,4.69199991226196,1.15687310695648,0.387242913246155,2017,4.707,1.0590000000000002,0.282,2018,4.548,1.1,0.27,2019,4.672399998,1.029322505,0.27697894,2020,4.721,1.03,0.33,2021
110,Ukraine,4.681,0.79907,0.15275,2015,4.324,0.87287,0.20363,2016,4.09600019454956,0.89465194940567,0.270061463117599,2017,4.103,0.7929999999999999,0.187,2018,4.332,0.82,0.187,2019,4.56069994,0.780434608,0.17855131600000002,2020,4.875,0.9790000000000001,0.18100000000000002,2021
111,Iraq,4.677,0.98549,0.17922000000000002,2015,4.575,1.07474,0.19589,2016,4.49700021743774,1.1027104854583702,0.19963726401329,2017,4.456,1.01,0.14800000000000002,2018,4.437,1.043,0.14800000000000002,2019,4.7848000530000006,0.9820187090000001,0.15300206800000002,2020,4.854,0.91,0.153,2021
112,South Africa,4.6419999999999995,0.9204899999999999,0.11972999999999999,2015,4.459,1.02416,0.13656,2016,4.8289999961853,1.05469870567322,0.13936237990856198,2017,4.724,0.94,0.10300000000000001,2018,4.7219999999999995,0.96,0.13,2019,4.814099789,0.9021404390000001,0.12640684800000002,2020,4.956,0.9670000000000001,0.14400000000000002,2021
113,Ghana,4.633,0.5455800000000001,0.23087,2015,4.276,0.63107,0.21203000000000002,2016,4.11999988555908,0.667224824428558,0.25692394375801103,2017,4.657,0.5920000000000001,0.212,2018,4.996,0.611,0.245,2019,5.1479997630000005,0.575862467,0.261291206,2020,5.088,0.68,0.268,2021
114,Zimbabwe,4.61,0.271,0.18987,2015,4.1930000000000005,0.35041,0.18503,2016,3.875,0.37584653496742204,0.189143493771553,2017,3.6919999999999997,0.35700000000000004,0.132,2018,3.6630000000000003,0.366,0.151,2019,3.2992000580000003,0.425564021,0.151349187,2020,3.145,0.457,0.157,2021
115,Liberia,4.571000000000001,0.0712,0.24361999999999998,2015,3.622,0.10705999999999999,0.24063,2016,3.5329999923706095,0.11904179304838199,0.26654988527298,2017,3.495,0.076,0.20600000000000002,2018,3.975,0.073,0.233,2019,4.557899952,0.174103007,0.22696787100000002,2020,4.625,0.228,0.221,2021
116,India,4.565,0.64499,0.26475,2015,4.404,0.74036,0.25028,2016,4.31500005722046,0.7922212481498722,0.23153848946094502,2017,4.19,0.721,0.172,2018,4.015,0.755,0.2,2019,3.573299885,0.730576158,0.237072483,2020,3.819,0.741,0.24600000000000002,2021
117,Sudan,4.55,0.52107,0.19062,2015,4.138999999999999,0.63069,0.18077000000000001,2016,4.138999938964839,0.6595166921615601,0.182317450642586,2017,4.138999999999999,0.605,0.134,2018,,,,,,,,,,,,
118,Haiti,4.518,0.26673,0.46187,2015,4.0280000000000005,0.34097,0.47958,2016,3.6029999256133998,0.368610262870789,0.48920378088951094,2017,3.582,0.315,0.392,2018,3.597,0.32299999999999995,0.419,2019,3.720799923,0.284734428,0.463909656,2020,3.615,0.294,0.46299999999999997,2021
119,Congo (Kinshasa),4.5169999999999995,0.0,0.24834,2015,4.272,0.05661,0.25458000000000003,2016,4.2800002098083505,0.0921023488044739,0.246455833315849,2017,4.245,0.069,0.19699999999999998,2018,4.418,0.094,0.212,2019,4.31099987,0.062487468,0.254324883,2020,,,,
120,Nepal,4.513999999999999,0.35996999999999996,0.32295999999999997,2015,4.793,0.44626000000000005,0.3816,2016,4.961999893188481,0.479820191860199,0.39409616589546204,2017,4.88,0.425,0.302,2018,4.913,0.446,0.285,2019,5.137199879,0.444050372,0.300971806,2020,5.269,0.519,0.287,2021
121,Ethiopia,4.512,0.19072999999999998,0.24325,2015,4.508,0.29283000000000003,0.29522,2016,4.46000003814697,0.339233845472336,0.31265074014663696,2017,4.35,0.308,0.22,2018,4.2860000000000005,0.336,0.209,2019,4.186200142,0.315125644,0.227698103,2020,4.275,0.37,0.24100000000000002,2021
122,Sierra Leone,4.507,0.33024000000000003,0.21488000000000002,2015,4.635,0.36485,0.23897,2016,4.70900011062622,0.36842092871666,0.293040901422501,2017,4.571000000000001,0.256,0.23800000000000002,2018,4.374,0.268,0.252,2019,3.926399946,0.24056038300000002,0.257647008,2020,3.8489999999999998,0.27899999999999997,0.243,2021
123,Mauritania,4.436,0.45407,0.21899999999999997,2015,4.2010000000000005,0.6139100000000001,0.22685999999999998,2016,4.29199981689453,0.6484572887420649,0.201870024204254,2017,4.356,0.557,0.134,2018,4.49,0.57,0.106,2019,4.374599934,0.539684892,0.128899664,2020,4.227,0.6659999999999999,0.11900000000000001,2021
124,Kenya,4.419,0.36471,0.37542,2015,4.356,0.52267,0.41328000000000004,2016,4.55299997329712,0.560479462146759,0.444860309362411,2017,4.41,0.493,0.35200000000000004,2018,4.5089999999999995,0.512,0.37200000000000005,2019,4.583000183,0.47641339899999996,0.39390209299999995,2020,4.607,0.603,0.375,2021
125,Djibouti,4.369,0.44025,0.18093,2015,,,,,,,,,,,,,,,,,,,,,,,,
126,Armenia,4.35,0.7682100000000001,0.07855,2015,4.36,0.8608600000000001,0.07793,2016,4.37599992752075,0.900596737861633,0.0834880918264389,2017,4.321000000000001,0.816,0.077,2018,4.559,0.85,0.095,2019,4.676799774,0.8082624079999999,0.107225738,2020,5.2829999999999995,0.996,0.079,2021
127,Botswana,4.332,0.99355,0.10461,2015,3.9739999999999998,1.09426,0.12425,2016,3.7660000324249303,1.12209415435791,0.0993484482169151,2017,3.59,1.0170000000000001,0.042,2018,3.488,1.041,0.025,2019,3.4788999560000002,0.997548997,0.033407487,2020,3.467,1.099,0.027000000000000003,2021
128,Myanmar,4.3069999999999995,0.27108000000000004,0.79588,2015,4.395,0.34112,0.81971,2016,4.54500007629395,0.36711055040359497,0.8380751609802249,2017,4.308,0.682,0.598,2018,4.36,0.71,0.5660000000000001,2019,4.308000088,0.67809093,0.569813728,2020,4.426,0.6659999999999999,0.52,2021
129,Georgia,4.297,0.7419,0.055470000000000005,2015,4.252,0.8379200000000001,0.06786,2016,4.28599977493286,0.950612664222717,0.0540088154375553,2017,4.34,0.853,0.038,2018,4.519,0.8859999999999999,0.043,2019,4.672599792,0.847198069,0.047609735,2020,4.891,1.03,0.032,2021
130,Malawi,4.292,0.016040000000000002,0.33128,2015,4.156000000000001,0.08709,0.30968,2016,3.97000002861023,0.233442038297653,0.28717046976089505,2017,3.5869999999999997,0.18600000000000003,0.21,2018,3.41,0.191,0.218,2019,3.538000107,0.176534727,0.21318505699999998,2020,3.6,0.113,0.213,2021
131,Sri Lanka,4.271,0.83524,0.40828000000000003,2015,4.415,0.9731799999999999,0.46978000000000003,2016,4.44000005722046,1.00985014438629,0.49086356163024897,2017,4.471,0.9179999999999999,0.307,2018,4.3660000000000005,0.9490000000000001,0.244,2019,4.327000141,0.897986948,0.25266614600000004,2020,4.325,0.99,0.239,2021
132,Cameroon,4.252,0.4225,0.20618000000000003,2015,4.513,0.5249699999999999,0.2268,2016,4.69500017166138,0.564305365085602,0.23629845678806302,2017,4.975,0.535,0.183,2018,5.044,0.5489999999999999,0.187,2019,5.084899902,0.503958046,0.198020101,2020,5.142,0.5429999999999999,0.205,2021
133,Bulgaria,4.218,1.01216,0.11921,2015,4.217,1.11306,0.12793,2016,4.71400022506714,1.1614590883255,0.113177694380283,2017,4.933,1.054,0.064,2018,5.011,1.092,0.081,2019,5.101500034,1.046554685,0.10383371300000001,2020,5.266,1.181,0.125,2021
134,Egypt,4.194,0.8818,0.11291,2015,4.362,0.95395,0.12705999999999998,2016,4.7350001335144,0.989701807498932,0.128631442785263,2017,4.419,0.885,0.092,2018,4.166,0.9129999999999999,0.076,2019,4.151400089,0.8752289409999999,0.068801254,2020,4.283,0.9540000000000001,0.069,2021
135,Yemen,4.077,0.5464899999999999,0.09131,2015,3.7239999999999998,0.57939,0.09821,2016,3.59299993515015,0.5916834473609921,0.104125209152699,2017,3.355,0.442,0.083,2018,3.38,0.287,0.10800000000000001,2019,3.5274000169999997,0.392701775,0.09468901199999999,2020,3.658,0.32899999999999996,0.092,2021
136,Angola,4.033,0.75778,0.12344000000000001,2015,3.866,0.84731,0.12070999999999998,2016,3.79500007629395,0.8584281802177429,0.09792649000883098,2017,3.795,0.73,0.079,2018,,,,,,,,,,,,
137,Mali,3.995,0.26074,0.18798,2015,4.073,0.31292,0.21064000000000002,2016,4.19000005722046,0.476180493831635,0.183354198932648,2017,4.447,0.37,0.139,2018,4.39,0.385,0.153,2019,4.729300021999999,0.35246264899999996,0.16966705,2020,4.723,0.387,0.16399999999999998,2021
138,Congo (Brazzaville),3.989,0.67866,0.12387999999999999,2015,4.236000000000001,0.7710899999999999,0.12077,2016,4.29099988937378,0.8089642524719242,0.12085212767124198,2017,4.559,0.682,0.091,2018,4.812,0.6729999999999999,0.105,2019,5.1943998339999995,0.633616745,0.11721601300000001,2020,5.3420000000000005,0.518,0.14400000000000002,2021
139,Comoros,3.9560000000000004,0.23906,0.17440999999999998,2015,3.9560000000000004,0.27509,0.1827,2016,,,,,,,,,3.9730000000000003,0.27399999999999997,0.275,2019,4.288599968,0.41562077399999997,0.258538276,2020,4.289,0.488,0.24100000000000002,2021
140,Uganda,3.931,0.21101999999999999,0.29066,2015,3.739,0.34719,0.27102,2016,4.08099985122681,0.381430715322495,0.32576605677604703,2017,4.1610000000000005,0.322,0.259,2018,4.189,0.332,0.252,2019,4.43200016,0.31233742800000003,0.264807373,2020,4.636,0.364,0.267,2021
141,Senegal,3.904,0.36498,0.20843000000000003,2015,4.218999999999999,0.44314,0.19103,2016,4.53499984741211,0.479309022426605,0.183468893170357,2017,4.631,0.429,0.138,2018,4.681,0.45,0.153,2019,4.980800152,0.5040618179999999,0.164397135,2020,5.132000000000001,0.518,0.158,2021
142,Gabon,3.8960000000000004,1.06024,0.06822,2015,4.121,1.15851,0.062439999999999996,2016,4.46500015258789,1.1982102394104,0.0437853783369064,2017,4.758,1.036,0.032,2018,4.7989999999999995,1.057,0.043,2019,4.829299927,0.9880443809999999,0.052013602,2020,4.852,1.037,0.057999999999999996,2021
143,Niger,3.845,0.0694,0.19387000000000001,2015,3.8560000000000003,0.1327,0.2097,2016,4.02799987792969,0.16192533075809498,0.22867384552955602,2017,4.166,0.131,0.175,2018,4.628,0.138,0.188,2019,4.909599781,0.10833033199999999,0.20817689600000003,2020,5.074,0.162,0.2,2021
144,Cambodia,3.819,0.46038,0.40359,2015,3.907,0.55604,0.40339,2016,4.1680002212524405,0.6017650961875921,0.385922968387604,2017,4.433,0.5489999999999999,0.256,2018,4.7,0.574,0.23199999999999998,2019,4.8484001160000005,0.544634938,0.233342081,2020,4.83,0.603,0.21,2021
145,Tanzania,3.781,0.2852,0.34376999999999996,2015,3.6660000000000004,0.47155,0.31472,2016,3.34899997711182,0.511135876178741,0.354256361722946,2017,3.303,0.455,0.27,2018,3.2310000000000003,0.47600000000000003,0.276,2019,3.4762001039999997,0.457163125,0.27154091,2020,3.623,0.433,0.307,2021
146,Madagascar,3.681,0.20824,0.21333000000000002,2015,3.695,0.27954,0.2204,2016,3.64400005340576,0.305808693170547,0.208732530474663,2017,3.7739999999999996,0.262,0.155,2018,3.9330000000000003,0.27399999999999997,0.16899999999999998,2019,4.165599823,0.244553208,0.191190064,2020,4.208,0.266,0.185,2021
147,Central African Republic,3.678,0.0785,0.23835,2015,,,,,2.69300007820129,0.0,0.280876487493515,2017,3.083,0.024,0.218,2018,3.083,0.026000000000000002,0.235,2019,3.475899935,0.041072082,0.253513217,2020,,,,
148,Chad,3.667,0.34193,0.18386,2015,3.763,0.42213999999999996,0.18667,2016,3.9360001087188703,0.43801298737525896,0.21611385047435802,2017,4.301,0.358,0.18100000000000002,2018,4.35,0.35,0.198,2019,4.422699928,0.30228748899999996,0.210805088,2020,4.355,0.255,0.215,2021
149,Guinea,3.656,0.17417,0.28657,2015,3.6069999999999998,0.22415,0.29914,2016,3.50699996948242,0.24454993009567302,0.264815092086792,2017,3.964,0.344,0.185,2018,4.534,0.38,0.207,2019,4.949299812,0.390007734,0.249490842,2020,4.984,0.42,0.25,2021
150,Ivory Coast,3.655,0.46534,0.20165,2015,3.9160000000000004,0.55507,0.20338,2016,4.17999982833862,0.6030489206314089,0.201237469911575,2017,4.671,0.541,0.146,2018,4.944,0.569,0.154,2019,5.233300208999999,0.537094414,0.16991558699999998,2020,5.306,0.669,0.177,2021
151,Burkina Faso,3.5869999999999997,0.25811999999999996,0.21746999999999997,2015,3.739,0.31995,0.24353000000000002,2016,4.03200006484985,0.35022771358490007,0.250864684581757,2017,4.4239999999999995,0.314,0.175,2018,4.587,0.331,0.177,2019,4.768700123,0.302467644,0.18639060899999998,2020,4.834,0.364,0.182,2021
152,Afghanistan,3.575,0.31982,0.3651,2015,3.36,0.38227,0.31268,2016,3.7939999103546103,0.401477217674255,0.311870932579041,2017,3.6319999999999997,0.332,0.191,2018,3.2030000000000003,0.35,0.158,2019,2.566900015,0.30070585,0.135234714,2020,2.523,0.37,0.122,2021
153,Rwanda,3.465,0.22208000000000003,0.22628,2015,3.515,0.32846,0.23551999999999998,2016,3.47099995613098,0.368745893239975,0.25275602936744695,2017,3.408,0.332,0.2,2018,3.3339999999999996,0.359,0.217,2019,3.312299967,0.343242675,0.235704988,2020,3.415,0.364,0.22699999999999998,2021
154,Benin,3.34,0.28665,0.1826,2015,3.484,0.39499,0.2018,2016,3.65700006484985,0.43108540773391707,0.207948461174965,2017,4.141,0.37799999999999995,0.163,2018,4.883,0.39299999999999996,0.175,2019,5.21600008,0.366244704,0.196670428,2020,5.045,0.507,0.166,2021
155,Syria,3.0060000000000002,0.6632,0.47179,2015,3.069,0.7471899999999999,0.48396999999999996,2016,3.46199989318848,0.777153134346008,0.49366372823715204,2017,3.4619999999999997,0.6890000000000001,0.376,2018,3.4619999999999997,0.619,0.331,2019,,,,,,,,
156,Burundi,2.905,0.0153,0.19727,2015,2.905,0.06831,0.2029,2016,2.90499997138977,0.09162256866693501,0.20443518459796897,2017,2.905,0.091,0.149,2018,3.775,0.046,0.17600000000000002,2019,3.775300026,0.0,0.18740178600000001,2020,3.775,0.0,0.172,2021
157,Togo,2.839,0.20868,0.16680999999999999,2015,3.303,0.28123000000000004,0.17517,2016,3.4949998855590803,0.30544471740722695,0.19689615070819896,2017,3.9989999999999997,0.259,0.158,2018,4.085,0.275,0.177,2019,4.187200069,0.268116266,0.200774252,2020,4.107,0.254,0.209,2021
158,Puerto Rico,,,,,7.039,1.35943,0.22202,2016,,,,,,,,,,,,,,,,,,,,
159,Belize,,,,,5.956,0.87616,0.23684000000000002,2016,5.955999851226809,0.907975316047668,0.24001564085483604,2017,5.956,0.807,0.183,2018,,,,,,,,,,,,
160,Somalia,,,,,5.44,0.0,0.27225,2016,5.151000022888179,0.0226431842893362,0.291631311178207,2017,4.982,0.0,0.23800000000000002,2018,4.668,0.0,0.243,2019,,,,,,,,
161,Somaliland Region,,,,,5.0569999999999995,0.25558000000000003,0.51479,2016,,,,,,,,,,,,,,,,,,,,
162,Namibia,,,,,4.574,0.9328700000000001,0.07795,2016,4.57399988174438,0.964434325695038,0.0771337449550629,2017,4.441,0.8740000000000001,0.051,2018,4.638999999999999,0.879,0.07,2019,4.571100235,0.84008199,0.076454483,2020,4.574,0.882,0.091,2021
163,South Sudan,,,,,3.832,0.39394,0.25899,2016,3.5910000801086404,0.39724862575531,0.285670816898346,2017,3.2539999999999996,0.337,0.22399999999999998,2018,2.853,0.306,0.20199999999999999,2019,2.8166000839999996,0.289082974,0.209934607,2020,,,,
164,Taiwan Province of China,,,,,,,,,6.42199993133545,1.4336265325546298,0.258360475301743,2017,,,,,,,,,6.45539999,1.3274705409999998,0.150598705,2020,6.584,1.48,0.142,2021
165,"Hong Kong S.A.R., China",,,,,,,,,5.47200012207031,1.55167484283447,0.374465793371201,2017,,,,,,,,,,,,,,,,
166,Trinidad & Tobago,,,,,,,,,,,,,6.192,1.2229999999999999,0.171,2018,6.192,1.2309999999999999,0.185,2019,,,,,,,,
167,Northern Cyprus,,,,,,,,,,,,,5.835,1.229,0.179,2018,5.718,1.263,0.191,2019,,,,,,,,
168,North Macedonia,,,,,,,,,,,,,,,,,5.274,0.983,0.185,2019,,,,,5.101,1.068,0.212,2021
169,Gambia,,,,,,,,,,,,,,,,,4.516,0.308,0.26899999999999996,2019,4.750599861,0.256990552,0.425989687,2020,5.051,0.36700000000000005,0.465,2021
170,Hong Kong S.A.R. of China,,,,,,,,,,,,,,,,,,,,,5.510399818,1.3767460580000002,0.288280904,2020,5.477,1.525,0.23199999999999998,2021
171,Maldives,,,,,,,,,,,,,,,,,,,,,5.197599888,0.9378643040000001,0.224198252,2020,5.1979999999999995,1.115,0.204,2021
