,Country,Happiness Score_x,GDP_x,Generosity_x,Year_x,Happiness Score_y,GDP_y,Generosity_y,Year_y,Happiness Score_x,GDP_x,Generosity_x,Year_x,Happiness Score_y,GDP_y,Generosity_y,Year_y,Happiness Score_x,GDP_x,Generosity_x,Year_x,Happiness Score_y,GDP_y,Generosity_y,Year_y,Happiness Score,GDP,Generosity,Year
41,El Salvador,6.13,0.76454,0.10692,2015,6.068,0.8737,0.08877,2016,6.002999782562259,0.9097844958305359,0.0782579854130745,2017,6.167000000000001,0.8059999999999999,0.065,2018,6.252999999999999,0.794,0.09300000000000001,2019,6.34829998,0.748940408,0.11893630000000001,2020,6.061,0.845,0.11599999999999999,2021
42,Guatemala,6.122999999999999,0.74553,0.27489,2015,6.324,0.83454,0.28808,2016,6.4539999961853,0.872001945972443,0.283488392829895,2017,6.382000000000001,0.7809999999999999,0.179,2018,6.436,0.8,0.175,2019,6.398900032,0.7538157109999999,0.170611665,2020,6.435,0.845,0.163,2021
43,Uzbekistan,6.002999999999999,0.63244,0.22837,2015,5.987,0.7359100000000001,0.34326,2016,5.97100019454956,0.786441087722778,0.41598364710807795,2017,6.096,0.7190000000000001,0.32799999999999996,2018,6.1739999999999995,0.745,0.322,2019,6.257599831,0.6966529490000001,0.36331102299999996,2020,6.178999999999999,0.769,0.391,2021
44,Slovakia,5.995,1.1689100000000001,0.16893,2015,6.077999999999999,1.27973,0.13837,2016,6.09800004959106,1.32539355754852,0.136544480919838,2017,6.172999999999999,1.21,0.11800000000000001,2018,6.1979999999999995,1.246,0.121,2019,6.280600071,1.194837689,0.11672977400000001,2020,6.331,1.304,0.107,2021
45,Japan,5.987,1.27074,0.10705,2015,5.921,1.3800700000000001,0.10224,2016,5.92000007629395,1.41691517829895,0.12057276815175999,2017,5.915,1.294,0.079,2018,5.886,1.327,0.069,2019,5.870800018,1.26672411,0.03571178,2020,5.94,1.389,0.02,2021
46,South Korea,5.984,1.24461,0.18557,2015,5.835,1.35948,0.18824000000000002,2016,5.837999820709231,1.40167844295502,0.206674367189407,2017,5.875,1.266,0.175,2018,5.895,1.301,0.175,2019,5.872399807000001,1.245300651,0.17030386600000003,2020,5.845,1.403,0.134,2021
47,Ecuador,5.975,0.8640200000000001,0.11540999999999998,2015,5.976,0.97306,0.10074,2016,6.00799989700317,1.00082039833069,0.15011246502399403,2017,5.973,0.889,0.114,2018,6.028,0.912,0.126,2019,5.925199986,0.853383601,0.115006477,2020,5.763999999999999,0.935,0.107,2021
48,Bahrain,5.96,1.32376,0.17362,2015,6.218,1.44024,0.17147,2016,6.08699989318848,1.4884122610092199,0.17266848683357197,2017,6.105,1.338,0.243,2018,6.199,1.3619999999999999,0.255,2019,6.227300167,1.296692252,0.287453711,2020,6.647,1.409,0.24600000000000002,2021
49,Italy,5.9479999999999995,1.25114,0.22823000000000002,2015,5.977,1.35495,0.16684000000000002,2016,5.96400022506714,1.3950666189193701,0.17278964817523998,2017,6.0,1.264,0.13699999999999998,2018,6.223,1.294,0.158,2019,6.38740015,1.236396074,0.17026621100000003,2020,6.483,1.393,0.133,2021
50,Bolivia,5.89,0.68133,0.20536,2015,5.822,0.79422,0.21698,2016,5.82299995422363,0.833756566047668,0.22556072473526,2017,5.752000000000001,0.7509999999999999,0.141,2018,5.779,0.7759999999999999,0.13699999999999998,2019,5.747499942999999,0.7309763429999999,0.13837507400000001,2020,5.716,0.8420000000000001,0.138,2021
51,Moldova,5.888999999999999,0.59448,0.20951,2015,5.897,0.69177,0.19997,2016,5.837999820709231,0.7288706302642819,0.20877912640571603,2017,5.64,0.657,0.171,2018,5.529,0.685,0.18100000000000002,2019,5.607500076,0.7079167959999999,0.174049184,2020,5.766,0.985,0.13699999999999998,2021
52,Paraguay,5.877999999999999,0.75985,0.3424,2015,5.537999999999999,0.8937299999999999,0.25296,2016,5.493000030517581,0.932537317276001,0.224150657653809,2017,5.681,0.835,0.162,2018,5.742999999999999,0.855,0.184,2019,5.6921000479999995,0.897990823,0.20429924100000002,2020,5.653,0.983,0.20600000000000002,2021
53,Kazakhstan,5.855,1.1225399999999999,0.11827,2015,5.919,1.22943,0.15011,2016,5.8189997673034695,1.2845562696456898,0.20196442306041698,2017,5.79,1.143,0.14800000000000002,2018,5.809,1.173,0.146,2019,6.0578999520000005,1.122594237,0.15371379300000002,2020,6.152,1.23,0.14300000000000002,2021
54,Slovenia,5.848,1.18498,0.25328,2015,5.768,1.2994700000000001,0.25738,2016,5.75799989700317,1.3412059545516999,0.242649093270302,2017,5.9479999999999995,1.219,0.16,2018,6.117999999999999,1.258,0.14400000000000002,2019,6.363399982000001,1.208652496,0.145701498,2020,6.461,1.36,0.122,2021
55,Lithuania,5.832999999999999,1.14723,0.026410000000000003,2015,5.813,1.2692,0.02025,2016,5.90199995040894,1.3145823478698702,0.010164656676352,2017,5.952000000000001,1.197,0.026000000000000002,2018,6.149,1.238,0.043,2019,6.215499877999999,1.193559647,0.053691040999999995,2020,6.255,1.35,0.055999999999999994,2021
56,Nicaragua,5.827999999999999,0.59325,0.27815,2015,5.992000000000001,0.69384,0.29773,2016,6.07100009918213,0.737299203872681,0.301674216985703,2017,6.141,0.6679999999999999,0.20800000000000002,2018,6.105,0.6940000000000001,0.2,2019,6.13710022,0.620033145,0.212871477,2020,5.972,0.693,0.201,2021
57,Peru,5.824,0.9001899999999999,0.14982,2015,5.742999999999999,0.9960200000000001,0.14527,2016,5.71500015258789,1.0352252721786501,0.126819714903831,2017,5.662999999999999,0.934,0.092,2018,5.697,0.96,0.083,2019,5.796800137000001,0.91854918,0.091611817,2020,5.84,0.986,0.087,2021
58,Belarus,5.813,1.0319200000000002,0.11045999999999999,2015,5.8020000000000005,1.1306200000000002,0.13942000000000002,2016,5.5689997673034695,1.15655755996704,0.15513750910759,2017,5.483,1.0390000000000001,0.10099999999999999,2018,5.3229999999999995,1.067,0.094,2019,5.539899826,1.0188544990000001,0.08993306,2020,5.534,1.124,0.07,2021
59,Poland,5.791,1.12555,0.16759000000000002,2015,5.835,1.24585,0.14443,2016,5.97300004959106,1.29178786277771,0.158465966582298,2017,6.122999999999999,1.176,0.10800000000000001,2018,6.182,1.206,0.11699999999999999,2019,6.1862998010000005,1.16922915,0.06337424400000001,2020,6.166,1.3090000000000002,0.08,2021
60,Malaysia,5.77,1.12486,0.33075,2015,6.005,1.25142,0.41473999999999994,2016,6.08400011062622,1.29121541976929,0.416608929634094,2017,6.322,1.161,0.311,2018,5.3389999999999995,1.2209999999999999,0.26,2019,5.384300232,1.168421626,0.274886161,2020,5.3839999999999995,1.2590000000000001,0.27,2021
61,Croatia,5.7589999999999995,1.08254,0.054439999999999995,2015,5.4879999999999995,1.18649,0.18434,2016,5.2930002212524405,1.22255623340607,0.248002976179123,2017,5.321000000000001,1.115,0.12,2018,5.432,1.155,0.11900000000000001,2019,5.504700184,1.109024286,0.113998979,2020,5.882000000000001,1.251,0.111,2021
62,Libya,5.754,1.13145,0.18295,2015,5.615,1.0668799999999998,0.17087,2016,5.525000095367429,1.1018030643463101,0.15207366645336198,2017,5.566,0.985,0.11599999999999999,2018,5.525,1.044,0.133,2019,5.488800049,1.021913767,0.14275769900000002,2020,5.41,1.044,0.131,2021
63,Russia,5.716,1.13764,0.00199,2015,5.856,1.2322799999999998,0.027360000000000002,2016,5.962999820709231,1.28177809715271,0.0522638224065304,2017,5.81,1.151,0.065,2018,5.648,1.183,0.08199999999999999,2019,5.546000004,1.126999617,0.099041916,2020,5.477,1.2409999999999999,0.115,2021
64,Jamaica,5.709,0.81038,0.2123,2015,5.51,0.89333,0.22245,2016,5.31099987030029,0.925579309463501,0.23381833732128102,2017,5.89,0.8190000000000001,0.096,2018,5.89,0.831,0.107,2019,5.889800072000001,0.779058397,0.116268493,2020,6.309,0.8909999999999999,0.099,2021
65,North Cyprus,5.695,1.2080600000000001,0.26169000000000003,2015,5.771,1.31141,0.26322,2016,5.80999994277954,1.3469113111496,0.266845703125,2017,,,,,,,,,5.53550005,1.21279943,0.19916005399999998,2020,5.5360000000000005,1.3769999999999998,0.196,2021
66,Cyprus,5.689,1.20813,0.30638000000000004,2015,5.546,1.31857,0.27906,2016,5.62099981307983,1.3559380769729599,0.271254301071167,2017,5.7620000000000005,1.229,0.20199999999999999,2018,6.046,1.263,0.19,2019,6.15899992,1.21279943,0.227932334,2020,6.223,1.3769999999999998,0.17800000000000002,2021
67,Algeria,5.605,0.93929,0.07822,2015,6.355,1.05266,0.07044,2016,5.872000217437741,1.09186446666718,0.0694366469979286,2017,5.295,0.9790000000000001,0.055,2018,5.211,1.002,0.073,2019,5.005099773,0.9438560009999999,0.118915014,2020,4.887,0.946,0.14400000000000002,2021
68,Kosovo,5.5889999999999995,0.80148,0.2831,2015,5.401,0.90145,0.27992,2016,5.27899980545044,0.951484382152557,0.319931447505951,2017,5.662000000000001,0.855,0.27399999999999997,2018,6.1,0.882,0.262,2019,6.325200081,0.8404813409999999,0.325286865,2020,6.372000000000001,0.937,0.35600000000000004,2021
69,Turkmenistan,5.547999999999999,0.95847,0.16979,2015,5.6579999999999995,1.08017,0.22566999999999998,2016,5.82200002670288,1.1307767629623402,0.24992498755454998,2017,5.636,1.016,0.19899999999999998,2018,5.247000000000001,1.052,0.244,2019,5.119100093999999,1.008963585,0.323129326,2020,5.066,1.046,0.366,2021
70,Mauritius,5.477,1.0076100000000001,0.37744,2015,5.648,1.14372,0.36951,2016,5.62900018692017,1.1893955469131499,0.360933750867844,2017,5.891,1.09,0.245,2018,5.888,1.12,0.215,2019,6.101299762999999,1.07366395,0.18689455100000002,2020,6.0489999999999995,1.178,0.153,2021
71,Hong Kong,5.474,1.38604,0.39478,2015,5.457999999999999,1.5107,0.40097,2016,,,,,5.43,1.405,0.24600000000000002,2018,5.43,1.4380000000000002,0.258,2019,,,,,,,,
72,Estonia,5.428999999999999,1.15174,0.0868,2015,5.517,1.2796399999999999,0.08423,2016,5.61100006103516,1.3208793401718102,0.0988908112049103,2017,5.739,1.2,0.086,2018,5.893,1.237,0.10300000000000001,2019,6.0218000410000005,1.192441225,0.12513674800000002,2020,6.189,1.344,0.11900000000000001,2021
73,Indonesia,5.399,0.8282700000000001,0.51535,2015,5.314,0.95104,0.56521,2016,5.26200008392334,0.995538592338562,0.611704587936401,2017,5.093,0.899,0.484,2018,5.192,0.9309999999999999,0.498,2019,5.285600185,0.891720712,0.542646527,2020,5.345,0.9540000000000001,0.541,2021
74,Vietnam,5.36,0.63216,0.1686,2015,5.061,0.74037,0.25075,2016,5.07399988174438,0.7885475754737851,0.23496805131435397,2017,5.103,0.715,0.177,2018,5.175,0.741,0.147,2019,5.353499889,0.718092382,0.136488721,2020,5.4110000000000005,0.8170000000000001,0.124,2021
75,Turkey,5.332000000000001,1.06098,0.12253,2015,5.388999999999999,1.1649200000000002,0.04707,2016,5.5,1.1982743740081798,0.0466930419206619,2017,5.483,1.148,0.106,2018,5.372999999999999,1.183,0.083,2019,5.131800175,1.127169251,0.08588556900000001,2020,4.948,1.26,0.09699999999999999,2021
76,Kyrgyzstan,5.2860000000000005,0.47428000000000003,0.3003,2015,5.185,0.5604399999999999,0.38432,2016,5.0040001869201705,0.5962200760841371,0.42858037352562,2017,5.131,0.53,0.281,2018,5.261,0.551,0.3,2019,5.541500092000001,0.513180971,0.30137074,2020,5.744,0.665,0.266,2021
77,Nigeria,5.268,0.65435,0.27233,2015,4.875,0.75216,0.23219,2016,5.07399988174438,0.783756256103516,0.23094719648361198,2017,5.155,0.6890000000000001,0.201,2018,5.265,0.696,0.215,2019,4.724100113,0.645901859,0.221328124,2020,4.7589999999999995,0.6629999999999999,0.212,2021
78,Bhutan,5.252999999999999,0.77042,0.47998,2015,5.196000000000001,0.8527,0.48546000000000006,2016,5.01100015640259,0.885416388511658,0.474054545164108,2017,5.082,0.7959999999999999,0.364,2018,5.082,0.813,0.37,2019,,,,,,,,
79,Azerbaijan,5.212000000000001,1.02389,0.07799,2015,5.291,1.12373,0.0564,2016,5.234000205993651,1.1536017656326298,0.0452693402767181,2017,5.2010000000000005,1.024,0.031,2018,5.207999999999999,1.043,0.035,2019,5.164800167,0.990272701,0.040113214,2020,5.171,1.025,0.043,2021
80,Pakistan,5.194,0.59543,0.33671,2015,5.132000000000001,0.68816,0.31185,2016,5.26900005340576,0.7268835306167599,0.31544601917266807,2017,5.472,0.652,0.21600000000000003,2018,5.653,0.677,0.22,2019,5.69329977,0.616799474,0.22870506300000001,2020,4.934,0.637,0.252,2021
81,Jordan,5.192,0.9019799999999999,0.11052999999999999,2015,5.303,0.9967299999999999,0.14262,2016,5.33599996566772,0.9910123944282528,0.17217046022415197,2017,5.1610000000000005,0.8220000000000001,0.13,2018,4.906000000000001,0.8370000000000001,0.11,2019,4.6333999630000005,0.785179198,0.091494769,2020,4.395,0.89,0.079,2021
82,Montenegro,5.192,0.9743799999999999,0.1614,2015,5.1610000000000005,1.07838,0.17190999999999998,2016,5.23699998855591,1.12112903594971,0.197911024093628,2017,5.347,1.0170000000000001,0.111,2018,5.523,1.051,0.142,2019,5.54610014,1.010150075,0.14901033,2020,5.581,1.155,0.166,2021
83,China,5.14,0.89012,0.08185,2015,5.245,1.0278,0.049589999999999995,2016,5.2729997634887695,1.08116579055786,0.0288068410009146,2017,5.246,0.9890000000000001,0.028999999999999998,2018,5.191,1.0290000000000001,0.057999999999999996,2019,5.123899937,0.990533412,0.079021044,2020,5.3389999999999995,1.061,0.09300000000000001,2021
84,Zambia,5.129,0.47038,0.19591,2015,4.795,0.61202,0.17865999999999999,2016,4.513999938964839,0.6364067792892459,0.249580144882202,2017,4.377,0.562,0.221,2018,4.107,0.578,0.247,2019,3.759399891,0.536833763,0.250620902,2020,4.073,0.528,0.22699999999999998,2021
85,Romania,5.124,1.04345,0.13748,2015,5.528,1.1697,0.12889,2016,5.824999809265139,1.21768391132355,0.133519917726517,2017,5.945,1.1159999999999999,0.08800000000000001,2018,6.07,1.162,0.083,2019,6.123700142000001,1.1204016209999998,0.068181619,2020,6.14,1.275,0.045,2021
86,Serbia,5.122999999999999,0.92053,0.19230999999999998,2015,5.1770000000000005,1.03437,0.20736999999999997,2016,5.39499998092651,1.06931757926941,0.22012588381767298,2017,5.398,0.975,0.134,2018,5.603,1.004,0.13699999999999998,2019,5.77820015,0.9881818290000001,0.15028289,2020,6.077999999999999,1.101,0.18899999999999997,2021
