,Country,Region,2015Happiness,2015GDP,2015Generosity,2015Trust (Government Corruption),2016Happiness,2016GDP,2016Generosity,2016Trust (Government Corruption),2017Happiness,2017GDP,2017Generosity,2017Trust (Government Corruption),2018Happiness,2018GDP,2018Generosity,2018Trust (Government Corruption),2019Happiness,2019GDP,2019Generosity,2019Trust (Government Corruption),2021Happiness,2021GDP,2021Generosity,2021Trust (Government Corruption)
84,Dominican Republic,Latin America and Caribbean,4.885,0.8953700000000001,0.21684,0.14234000000000002,5.155,1.02787,0.21286,0.12372000000000001,5.230000019073491,1.07937383651733,0.186967849731445,0.113945253193378,5.3020000000000005,0.982,0.12,0.106,5.425,1.015,0.113,0.10099999999999999,5.545,1.1059999999999999,0.10099999999999999,0.7140000000000001
85,Mongolia,Eastern Asia,4.874,0.82819,0.3323,0.026660000000000003,4.907,0.9885299999999999,0.34539000000000003,0.03285,4.95499992370605,1.0272358655929599,0.338464230298996,0.0329022891819477,5.125,0.914,0.253,0.032,5.285,0.948,0.235,0.038,5.6770000000000005,0.966,0.263,0.856
86,Greece,Western Europe,4.857,1.15406,0.0,0.013969999999999998,5.033,1.24886,0.0,0.04127,5.2270002365112305,1.28948748111725,0.0,0.043289776891470004,5.358,1.1540000000000001,0.0,0.044000000000000004,5.287000000000001,1.181,0.0,0.034,5.723,1.273,0.0,0.823
87,Lebanon,Middle East and Northern Africa,4.8389999999999995,1.0256399999999999,0.21854,0.04582,5.129,1.12268,0.23693000000000003,0.030610000000000002,5.22499990463257,1.07498753070831,0.26445075869560203,0.037513829767704,5.358,0.965,0.214,0.136,5.197,0.987,0.166,0.027000000000000003,4.584,1.045,0.14,0.898
88,Hungary,Central and Eastern Europe,4.8,1.12094,0.128,0.02758,5.145,1.24142,0.099,0.044719999999999996,5.32399988174438,1.2860119342803997,0.0784016624093056,0.0366369374096394,5.62,1.171,0.061,0.022000000000000002,5.757999999999999,1.2009999999999998,0.081,0.02,5.992000000000001,1.301,0.067,0.8759999999999999
89,Honduras,Latin America and Caribbean,4.788,0.59532,0.23026999999999997,0.06825,4.871,0.69429,0.2044,0.06906,5.1810002326965305,0.730573117733002,0.23618887364864302,0.0733454525470734,5.504,0.62,0.19699999999999998,0.07400000000000001,5.86,0.642,0.24600000000000002,0.078,5.919,0.703,0.24100000000000002,0.809
90,Tajikistan,Central and Eastern Europe,4.7860000000000005,0.39047,0.22974,0.15072,4.996,0.48835,0.25998000000000004,0.13509000000000002,5.04099988937378,0.524713635444641,0.24899764358997303,0.14637714624404902,5.199,0.474,0.187,0.034,5.4670000000000005,0.493,0.23,0.14400000000000002,5.466,0.508,0.152,0.5529999999999999
91,Tunisia,Middle East and Northern Africa,4.739,0.88113,0.06431,0.06358,5.045,0.97724,0.03936,0.0817,4.80499982833862,1.00726580619812,0.0496933571994305,0.0867231488227844,4.592,0.9,0.04,0.063,4.461,0.9209999999999999,0.059000000000000004,0.055,4.596,0.919,0.057,0.87
92,Palestinian Territories,Middle East and Northern Africa,4.715,0.59867,0.11250999999999999,0.12905,4.754,0.67024,0.11154000000000001,0.10613,4.77500009536743,0.716249227523804,0.114173173904419,0.0892826020717621,4.743,0.642,0.086,0.076,4.696000000000001,0.657,0.10300000000000001,0.066,4.5169999999999995,0.6459999999999999,0.08199999999999999,0.821
93,Bangladesh,Southern Asia,4.694,0.39753,0.21222,0.12569,4.643,0.54177,0.19132000000000002,0.12583,4.60799980163574,0.586682975292206,0.17225535213947304,0.123717859387398,4.5,0.532,0.153,0.14400000000000002,4.456,0.562,0.166,0.14300000000000002,5.025,0.635,0.161,0.682
94,Iran,Middle East and Northern Africa,4.686,1.0088,0.38086,0.058629999999999995,4.813,1.11758,0.38538,0.0557,4.69199991226196,1.15687310695648,0.387242913246155,0.048761073499918005,4.707,1.0590000000000002,0.282,0.129,4.548,1.1,0.27,0.125,4.721,1.03,0.33,0.7140000000000001
95,Ukraine,Central and Eastern Europe,4.681,0.79907,0.15275,0.02961,4.324,0.87287,0.20363,0.01829,4.09600019454956,0.89465194940567,0.270061463117599,0.0230294708162546,4.103,0.7929999999999999,0.187,0.011000000000000001,4.332,0.82,0.187,0.01,4.875,0.9790000000000001,0.18100000000000002,0.924
96,Iraq,Middle East and Northern Africa,4.677,0.98549,0.17922000000000002,0.13788,4.575,1.07474,0.19589,0.13635999999999998,4.49700021743774,1.1027104854583702,0.19963726401329,0.10721575468778599,4.456,1.01,0.14800000000000002,0.095,4.437,1.043,0.14800000000000002,0.08900000000000001,4.854,0.91,0.153,0.875
97,South Africa,Sub-Saharan Africa,4.6419999999999995,0.9204899999999999,0.11972999999999999,0.08884,4.459,1.02416,0.13656,0.08415,4.8289999961853,1.05469870567322,0.13936237990856198,0.0725094974040985,4.724,0.94,0.10300000000000001,0.055999999999999994,4.7219999999999995,0.96,0.13,0.055,4.956,0.9670000000000001,0.14400000000000002,0.86
98,Ghana,Sub-Saharan Africa,4.633,0.5455800000000001,0.23087,0.04355,4.276,0.63107,0.21203000000000002,0.0326,4.11999988555908,0.667224824428558,0.25692394375801103,0.0253363698720932,4.657,0.5920000000000001,0.212,0.028999999999999998,4.996,0.611,0.245,0.04,5.088,0.68,0.268,0.848
99,Zimbabwe,Sub-Saharan Africa,4.61,0.271,0.18987,0.08079,4.1930000000000005,0.35041,0.18503,0.08582000000000001,3.875,0.37584653496742204,0.189143493771553,0.0953753814101219,3.6919999999999997,0.35700000000000004,0.132,0.099,3.6630000000000003,0.366,0.151,0.08900000000000001,3.145,0.457,0.157,0.821
100,Liberia,Sub-Saharan Africa,4.571000000000001,0.0712,0.24361999999999998,0.06232000000000001,3.622,0.10705999999999999,0.24063,0.04852,3.5329999923706095,0.11904179304838199,0.26654988527298,0.0389482490718365,3.495,0.076,0.20600000000000002,0.03,3.975,0.073,0.233,0.033,4.625,0.228,0.221,0.85
101,India,Southern Asia,4.565,0.64499,0.26475,0.08492000000000001,4.404,0.74036,0.25028,0.08722,4.31500005722046,0.7922212481498722,0.23153848946094502,0.0922268852591515,4.19,0.721,0.172,0.09300000000000001,4.015,0.755,0.2,0.085,3.819,0.741,0.24600000000000002,0.774
102,Haiti,Latin America and Caribbean,4.518,0.26673,0.46187,0.17175,4.0280000000000005,0.34097,0.47958,0.14476,3.6029999256133998,0.368610262870789,0.48920378088951094,0.0998721495270729,3.582,0.315,0.392,0.10400000000000001,3.597,0.32299999999999995,0.419,0.11,3.615,0.294,0.46299999999999997,0.721
103,Nepal,Southern Asia,4.513999999999999,0.35996999999999996,0.32295999999999997,0.059070000000000004,4.793,0.44626000000000005,0.3816,0.07007999999999999,4.961999893188481,0.479820191860199,0.39409616589546204,0.0729755461215973,4.88,0.425,0.302,0.078,4.913,0.446,0.285,0.08900000000000001,5.269,0.519,0.287,0.727
104,Ethiopia,Sub-Saharan Africa,4.512,0.19072999999999998,0.24325,0.15048,4.508,0.29283000000000003,0.29522,0.1717,4.46000003814697,0.339233845472336,0.31265074014663696,0.16545571386814098,4.35,0.308,0.22,0.146,4.2860000000000005,0.336,0.209,0.1,4.275,0.37,0.24100000000000002,0.7609999999999999
105,Sierra Leone,Sub-Saharan Africa,4.507,0.33024000000000003,0.21488000000000002,0.08786000000000001,4.635,0.36485,0.23897,0.08196,4.70900011062622,0.36842092871666,0.293040901422501,0.0710951760411263,4.571000000000001,0.256,0.23800000000000002,0.053,4.374,0.268,0.252,0.045,3.8489999999999998,0.27899999999999997,0.243,0.866
106,Mauritania,Sub-Saharan Africa,4.436,0.45407,0.21899999999999997,0.17461,4.2010000000000005,0.6139100000000001,0.22685999999999998,0.17955,4.29199981689453,0.6484572887420649,0.201870024204254,0.136957004666328,4.356,0.557,0.134,0.09300000000000001,4.49,0.57,0.106,0.08800000000000001,4.227,0.6659999999999999,0.11900000000000001,0.731
107,Kenya,Sub-Saharan Africa,4.419,0.36471,0.37542,0.05839,4.356,0.52267,0.41328000000000004,0.06686,4.55299997329712,0.560479462146759,0.444860309362411,0.0646413192152977,4.41,0.493,0.35200000000000004,0.055,4.5089999999999995,0.512,0.37200000000000005,0.053,4.607,0.603,0.375,0.825
108,Armenia,Central and Eastern Europe,4.35,0.7682100000000001,0.07855,0.039,4.36,0.8608600000000001,0.07793,0.036160000000000005,4.37599992752075,0.900596737861633,0.0834880918264389,0.0266744215041399,4.321000000000001,0.816,0.077,0.027999999999999997,4.559,0.85,0.095,0.064,5.2829999999999995,0.996,0.079,0.629
109,Botswana,Sub-Saharan Africa,4.332,0.99355,0.10461,0.12474,3.9739999999999998,1.09426,0.12425,0.10769000000000001,3.7660000324249303,1.12209415435791,0.0993484482169151,0.0985831990838051,3.59,1.0170000000000001,0.042,0.092,3.488,1.041,0.025,0.1,3.467,1.099,0.027000000000000003,0.8009999999999999
110,Myanmar,Southeastern Asia,4.3069999999999995,0.27108000000000004,0.79588,0.19034,4.395,0.34112,0.81971,0.20243,4.54500007629395,0.36711055040359497,0.8380751609802249,0.188816204667091,4.308,0.682,0.598,0.17800000000000002,4.36,0.71,0.5660000000000001,0.172,4.426,0.6659999999999999,0.52,0.66
111,Georgia,Central and Eastern Europe,4.297,0.7419,0.055470000000000005,0.38331,4.252,0.8379200000000001,0.06786,0.3188,4.28599977493286,0.950612664222717,0.0540088154375553,0.25166663527488703,4.34,0.853,0.038,0.215,4.519,0.8859999999999999,0.043,0.16399999999999998,4.891,1.03,0.032,0.655
112,Malawi,Sub-Saharan Africa,4.292,0.016040000000000002,0.33128,0.06977,4.156000000000001,0.08709,0.30968,0.07564,3.97000002861023,0.233442038297653,0.28717046976089505,0.0727116540074348,3.5869999999999997,0.18600000000000003,0.21,0.08,3.41,0.191,0.218,0.08900000000000001,3.6,0.113,0.213,0.7290000000000001
113,Sri Lanka,Southern Asia,4.271,0.83524,0.40828000000000003,0.09179,4.415,0.9731799999999999,0.46978000000000003,0.07964,4.44000005722046,1.00985014438629,0.49086356163024897,0.0736539661884308,4.471,0.9179999999999999,0.307,0.05,4.3660000000000005,0.9490000000000001,0.244,0.047,4.325,0.99,0.239,0.863
114,Cameroon,Sub-Saharan Africa,4.252,0.4225,0.20618000000000003,0.05786,4.513,0.5249699999999999,0.2268,0.06126,4.69500017166138,0.564305365085602,0.23629845678806302,0.0513066314160824,4.975,0.535,0.183,0.043,5.044,0.5489999999999999,0.187,0.037000000000000005,5.142,0.5429999999999999,0.205,0.848
115,Bulgaria,Central and Eastern Europe,4.218,1.01216,0.11921,0.00872,4.217,1.11306,0.12793,0.00615,4.71400022506714,1.1614590883255,0.113177694380283,0.0110515309497714,4.933,1.054,0.064,0.009000000000000001,5.011,1.092,0.081,0.004,5.266,1.181,0.125,0.932
116,Egypt,Middle East and Northern Africa,4.194,0.8818,0.11291,0.06324,4.362,0.95395,0.12705999999999998,0.10393,4.7350001335144,0.989701807498932,0.128631442785263,0.114381365478039,4.419,0.885,0.092,0.107,4.166,0.9129999999999999,0.076,0.067,4.283,0.9540000000000001,0.069,0.795
117,Yemen,Middle East and Northern Africa,4.077,0.5464899999999999,0.09131,0.07854,3.7239999999999998,0.57939,0.09821,0.05892000000000001,3.59299993515015,0.5916834473609921,0.104125209152699,0.0567674227058887,3.355,0.442,0.083,0.064,3.38,0.287,0.10800000000000001,0.077,3.658,0.32899999999999996,0.092,0.8
118,Mali,Sub-Saharan Africa,3.995,0.26074,0.18798,0.12352,4.073,0.31292,0.21064000000000002,0.13647,4.19000005722046,0.476180493831635,0.183354198932648,0.10497024655342098,4.447,0.37,0.139,0.055999999999999994,4.39,0.385,0.153,0.052000000000000005,4.723,0.387,0.16399999999999998,0.8270000000000001
119,Congo (Brazzaville),Sub-Saharan Africa,3.989,0.67866,0.12387999999999999,0.11685999999999999,4.236000000000001,0.7710899999999999,0.12077,0.09752999999999999,4.29099988937378,0.8089642524719242,0.12085212767124198,0.0796181336045265,4.559,0.682,0.091,0.077,4.812,0.6729999999999999,0.105,0.09300000000000001,5.3420000000000005,0.518,0.14400000000000002,0.745
120,Uganda,Sub-Saharan Africa,3.931,0.21101999999999999,0.29066,0.07267,3.739,0.34719,0.27102,0.06442,4.08099985122681,0.381430715322495,0.32576605677604703,0.057069718837738,4.1610000000000005,0.322,0.259,0.061,4.189,0.332,0.252,0.06,4.636,0.364,0.267,0.855
121,Senegal,Sub-Saharan Africa,3.904,0.36498,0.20843000000000003,0.10712999999999999,4.218999999999999,0.44314,0.19103,0.11681,4.53499984741211,0.479309022426605,0.183468893170357,0.11546044796705199,4.631,0.429,0.138,0.08199999999999999,4.681,0.45,0.153,0.07200000000000001,5.132000000000001,0.518,0.158,0.8009999999999999
122,Gabon,Sub-Saharan Africa,3.8960000000000004,1.06024,0.06822,0.11091,4.121,1.15851,0.062439999999999996,0.09314,4.46500015258789,1.1982102394104,0.0437853783369064,0.0760467872023582,4.758,1.036,0.032,0.052000000000000005,4.7989999999999995,1.057,0.043,0.055,4.852,1.037,0.057999999999999996,0.84
123,Niger,Sub-Saharan Africa,3.845,0.0694,0.19387000000000001,0.15639,3.8560000000000003,0.1327,0.2097,0.17176,4.02799987792969,0.16192533075809498,0.22867384552955602,0.13857294619083402,4.166,0.131,0.175,0.099,4.628,0.138,0.188,0.102,5.074,0.162,0.2,0.693
124,Cambodia,Southeastern Asia,3.819,0.46038,0.40359,0.07247,3.907,0.55604,0.40339,0.08092,4.1680002212524405,0.6017650961875921,0.385922968387604,0.0681059509515762,4.433,0.5489999999999999,0.256,0.065,4.7,0.574,0.23199999999999998,0.062,4.83,0.603,0.21,0.843
125,Tanzania,Sub-Saharan Africa,3.781,0.2852,0.34376999999999996,0.05747000000000001,3.6660000000000004,0.47155,0.31472,0.05099,3.34899997711182,0.511135876178741,0.354256361722946,0.0660351067781448,3.303,0.455,0.27,0.09699999999999999,3.2310000000000003,0.47600000000000003,0.276,0.147,3.623,0.433,0.307,0.5770000000000001
126,Madagascar,Sub-Saharan Africa,3.681,0.20824,0.21333000000000002,0.08123999999999999,3.695,0.27954,0.2204,0.07506,3.64400005340576,0.305808693170547,0.208732530474663,0.0672319754958153,3.7739999999999996,0.262,0.155,0.049,3.9330000000000003,0.27399999999999997,0.16899999999999998,0.040999999999999995,4.208,0.266,0.185,0.8029999999999999
127,Chad,Sub-Saharan Africa,3.667,0.34193,0.18386,0.05269,3.763,0.42213999999999996,0.18667,0.04952,3.9360001087188703,0.43801298737525896,0.21611385047435802,0.0535818822681904,4.301,0.358,0.18100000000000002,0.06,4.35,0.35,0.198,0.078,4.355,0.255,0.215,0.807
128,Guinea,Sub-Saharan Africa,3.656,0.17417,0.28657,0.12139000000000001,3.6069999999999998,0.22415,0.29914,0.1192,3.50699996948242,0.24454993009567302,0.264815092086792,0.110937617719173,3.964,0.344,0.185,0.094,4.534,0.38,0.207,0.086,4.984,0.42,0.25,0.7659999999999999
129,Ivory Coast,Sub-Saharan Africa,3.655,0.46534,0.20165,0.17922000000000002,3.9160000000000004,0.55507,0.20338,0.1553,4.17999982833862,0.6030489206314089,0.201237469911575,0.130061775445938,4.671,0.541,0.146,0.10300000000000001,4.944,0.569,0.154,0.09,5.306,0.669,0.177,0.794
130,Burkina Faso,Sub-Saharan Africa,3.5869999999999997,0.25811999999999996,0.21746999999999997,0.12832000000000002,3.739,0.31995,0.24353000000000002,0.12533,4.03200006484985,0.35022771358490007,0.250864684581757,0.12032810598611803,4.4239999999999995,0.314,0.175,0.128,4.587,0.331,0.177,0.113,4.834,0.364,0.182,0.748
131,Afghanistan,Southern Asia,3.575,0.31982,0.3651,0.09719,3.36,0.38227,0.31268,0.07112,3.7939999103546103,0.401477217674255,0.311870932579041,0.0611578300595284,3.6319999999999997,0.332,0.191,0.036000000000000004,3.2030000000000003,0.35,0.158,0.025,2.523,0.37,0.122,0.924
132,Rwanda,Sub-Saharan Africa,3.465,0.22208000000000003,0.22628,0.55191,3.515,0.32846,0.23551999999999998,0.50521,3.47099995613098,0.368745893239975,0.25275602936744695,0.455220013856888,3.408,0.332,0.2,0.444,3.3339999999999996,0.359,0.217,0.41100000000000003,3.415,0.364,0.22699999999999998,0.16699999999999998
133,Benin,Sub-Saharan Africa,3.34,0.28665,0.1826,0.0801,3.484,0.39499,0.2018,0.06681000000000001,3.65700006484985,0.43108540773391707,0.207948461174965,0.0609290152788162,4.141,0.37799999999999995,0.163,0.067,4.883,0.39299999999999996,0.175,0.08199999999999999,5.045,0.507,0.166,0.6609999999999999
134,Burundi,Sub-Saharan Africa,2.905,0.0153,0.19727,0.10062,2.905,0.06831,0.2029,0.09419,2.90499997138977,0.09162256866693501,0.20443518459796897,0.0841479450464249,2.905,0.091,0.149,0.076,3.775,0.046,0.17600000000000002,0.18,3.775,0.0,0.172,0.607
135,Togo,Sub-Saharan Africa,2.839,0.20868,0.16680999999999999,0.10730999999999999,3.303,0.28123000000000004,0.17517,0.11587,3.4949998855590803,0.30544471740722695,0.19689615070819896,0.0956650152802467,3.9989999999999997,0.259,0.158,0.10099999999999999,4.085,0.275,0.177,0.085,4.107,0.254,0.209,0.772
